Model,Image_Name,Prompt_Type,Prompt_Text,IoU,F1_Score,Boundary_IoU,GT_Path,Pred_Path
read,field_02,action,the woman standing with a neutral expression,0.9687,0.9841,0.923,gt_masks/person/field_02_person_1.png,results_read/person/field_02_person_1_action_3.png
read,field_02,spatial,the person in the middle ground on the left,0.1831,0.3095,0.4016,gt_masks/person/field_02_person_2.png,results_read/person/field_02_person_2_spatial_1.png
read,field_02,appearance,the woman with long hair in partial profile,0.0108,0.0214,0.2494,gt_masks/person/field_02_person_2.png,results_read/person/field_02_person_2_appearance_2.png
read,field_02,action,the woman walking away from the camera,0.023,0.045,0.2622,gt_masks/person/field_02_person_2.png,results_read/person/field_02_person_2_action_3.png
read,field_03,spatial,the woman in the center of the turf,0.9425,0.9704,0.9632,gt_masks/person/field_03_person_1.png,results_read/person/field_03_person_1_spatial_1.png
read,field_03,appearance,the woman with long hair flowing down,0.9461,0.9723,0.9667,gt_masks/person/field_03_person_1.png,results_read/person/field_03_person_1_appearance_2.png
read,field_03,action,the woman shielding her eyes with her hand,0.943,0.9707,0.9628,gt_masks/person/field_03_person_1.png,results_read/person/field_03_person_1_action_3.png
read,field_05,spatial,the woman on the far-left edge,0.953,0.9759,0.9521,gt_masks/person/field_05_person_3.png,results_read/person/field_05_person_3_spatial_1.png
read,field_05,appearance,the observer in a light light blue cardigan,0.3603,0.5298,0.2856,gt_masks/person/field_05_person_3.png,results_read/person/field_05_person_3_appearance_2.png
read,field_05,spatial,the young man in the center-left,0.9499,0.9743,0.9692,gt_masks/person/field_05_person_4.png,results_read/person/field_05_person_4_spatial_1.png
read,field_05,appearance,the man in a black sweatshirt and jeans,0.9512,0.975,0.9698,gt_masks/person/field_05_person_4.png,results_read/person/field_05_person_4_appearance_2.png
read,field_05,spatial,the seated woman in the foreground,0.9087,0.9522,0.7753,gt_masks/person/field_05_person_1.png,results_read/person/field_05_person_1_spatial_1.png
read,field_05,action,the woman making a V sign with her hand,0.6873,0.8147,0.4629,gt_masks/person/field_05_person_1.png,results_read/person/field_05_person_1_action_2.png
read,field_06,spatial,the woman sitting in the foreground,0.9248,0.9609,0.8601,gt_masks/person/field_06_person_1.png,results_read/person/field_06_person_1_spatial_1.png
read,field_06,appearance,the woman in white knit and charcoal jeans,0.8558,0.9223,0.5911,gt_masks/person/field_06_person_1.png,results_read/person/field_06_person_1_appearance_2.png
read,field_06,action,the woman tilting her head with a smile,0.0055,0.0109,0.1524,gt_masks/person/field_06_person_1.png,results_read/person/field_06_person_1_action_3.png
read,field_06,spatial,the masked figure standing directly behind,0.0,0.0,0.0,gt_masks/person/field_06_person_2.png,results_read/person/field_06_person_2_spatial_1.png
read,field_06,appearance,the woman in a tan sweatshirt and brown pants,0.9107,0.9532,0.7451,gt_masks/person/field_06_person_2.png,results_read/person/field_06_person_2_appearance_2.png
read,field_06,action,the woman shielding her forehead,0.9423,0.9703,0.8977,gt_masks/person/field_06_person_2.png,results_read/person/field_06_person_2_action_3.png
read,field_07,spatial,the figure at the bottom-center,0.9523,0.9756,0.9057,gt_masks/person/field_07_person_1.png,results_read/person/field_07_person_1_spatial_1.png
read,field_07,appearance,the woman with hair covering her face,0.0428,0.0821,0.3264,gt_masks/person/field_07_person_1.png,results_read/person/field_07_person_1_appearance_2.png
read,field_07,action,the woman moving her upper body quickly,0.0364,0.0702,0.3363,gt_masks/person/field_07_person_1.png,results_read/person/field_07_person_1_action_3.png
read,field_07,spatial,the person in the middle ground behind,0.567,0.7237,0.5559,gt_masks/person/field_07_person_2.png,results_read/person/field_07_person_2_spatial_1.png
read,field_07,appearance,the masked woman in a beige sweatshirt,0.8078,0.8937,0.6024,gt_masks/person/field_07_person_2.png,results_read/person/field_07_person_2_appearance_2.png
read,field_07,action,the woman in a mock-fighting stance,0.7836,0.8787,0.5958,gt_masks/person/field_07_person_2.png,results_read/person/field_07_person_2_action_3.png
read,field_08,spatial,"half-visible person at left edge, cropped view.",0.9107,0.9533,0.9057,gt_masks/person/field_08_person_2.png,results_read/person/field_08_person_2_spatial_1.png
wise,yong_01,appearance,the woman in white clothes and dark pants,0.9909,0.9954,0.9897,gt_masks/person/yong_01_person_1.png,results_wise/person/yong_01_person_1_appearance_1.png
wise,yong_01,spatial,the foreground human figure,0.991,0.9955,0.9897,gt_masks/person/yong_01_person_1.png,results_wise/person/yong_01_person_1_spatial_2.png
wise,yong_01,spatial,the foreground woman on the left side,0.991,0.9955,0.9897,gt_masks/person/yong_01_person_1.png,results_wise/person/yong_01_person_1_spatial_3.png
wise,yong_01,action,the standing woman near the left foreground,0.991,0.9955,0.9902,gt_masks/person/yong_01_person_1.png,results_wise/person/yong_01_person_1_action_4.png
wise,yong_01,appearance,the background masked woman,0.9763,0.988,0.9876,gt_masks/person/yong_01_person_2.png,results_wise/person/yong_01_person_2_appearance_1.png
wise,yong_01,spatial,the background human figure,0.9763,0.988,0.9876,gt_masks/person/yong_01_person_2.png,results_wise/person/yong_01_person_2_spatial_2.png
wise,yong_01,spatial,the background masked woman near the center-right,0.9763,0.988,0.9876,gt_masks/person/yong_01_person_2.png,results_wise/person/yong_01_person_2_spatial_3.png
wise,yong_01,action,the walking masked woman in the mid-background,0.9763,0.988,0.9876,gt_masks/person/yong_01_person_2.png,results_wise/person/yong_01_person_2_action_4.png
wise,yong_02,appearance,the woman in white clothes and dark pants,0.9734,0.9865,0.9879,gt_masks/person/yong_02_person_1.png,results_wise/person/yong_02_person_1_appearance_1.png
wise,yong_02,spatial,the visible human figure,0.9734,0.9865,0.9878,gt_masks/person/yong_02_person_1.png,results_wise/person/yong_02_person_1_spatial_2.png
wise,yong_02,action,the woman walking in side view,0.9734,0.9865,0.9878,gt_masks/person/yong_02_person_1.png,results_wise/person/yong_02_person_1_action_3.png
wise,yong_02,action,the walking woman facing right,0.9734,0.9865,0.9879,gt_masks/person/yong_02_person_1.png,results_wise/person/yong_02_person_1_action_4.png
wise,yong_03,appearance,the woman in white clothes and dark pants,0.985,0.9925,0.9845,gt_masks/person/yong_03_person_1.png,results_wise/person/yong_03_person_1_appearance_1.png
wise,yong_03,spatial,the visible human figure,0.9849,0.9924,0.9843,gt_masks/person/yong_03_person_1.png,results_wise/person/yong_03_person_1_spatial_2.png
wise,yong_03,action,the foreground woman making a peace sign,0.9851,0.9925,0.9844,gt_masks/person/yong_03_person_1.png,results_wise/person/yong_03_person_1_action_3.png
wise,yong_03,action,the woman posing near the left side,0.9849,0.9924,0.9839,gt_masks/person/yong_03_person_1.png,results_wise/person/yong_03_person_1_action_4.png
wise,yong_04,appearance,the woman in white clothes and dark pants,0.9793,0.9896,0.9755,gt_masks/person/yong_04_person_1.png,results_wise/person/yong_04_person_1_appearance_1.png
wise,yong_04,spatial,the foreground human figure,0.9792,0.9895,0.975,gt_masks/person/yong_04_person_1.png,results_wise/person/yong_04_person_1_spatial_2.png
wise,yong_04,action,the foreground woman making a peace sign on the left,0.9791,0.9894,0.9752,gt_masks/person/yong_04_person_1.png,results_wise/person/yong_04_person_1_action_3.png
wise,yong_04,action,the posed woman near the left foreground,0.979,0.9894,0.9751,gt_masks/person/yong_04_person_1.png,results_wise/person/yong_04_person_1_action_4.png
wise,yong_04,appearance,the background masked woman,0.9784,0.9891,0.9899,gt_masks/person/yong_04_person_2.png,results_wise/person/yong_04_person_2_appearance_1.png
wise,yong_04,spatial,the middle human figure,0.9785,0.9891,0.99,gt_masks/person/yong_04_person_2.png,results_wise/person/yong_04_person_2_spatial_2.png
wise,yong_04,action,the walking masked woman near the center,0.9787,0.9892,0.99,gt_masks/person/yong_04_person_2.png,results_wise/person/yong_04_person_2_action_3.png
wise,yong_04,action,the center walking woman,0.9784,0.9891,0.99,gt_masks/person/yong_04_person_2.png,results_wise/person/yong_04_person_2_action_4.png
wise,yong_04,action,the walking man on the right side,0.9833,0.9916,0.9932,gt_masks/person/yong_04_person_3.png,results_wise/person/yong_04_person_3_action_1.png
wise,yong_04,spatial,the right-side human figure,0.9833,0.9916,0.9932,gt_masks/person/yong_04_person_3.png,results_wise/person/yong_04_person_3_spatial_2.png
wise,yong_05,appearance,the woman in white clothes and dark pants,0.0,0.0,0.0,gt_masks/person/yong_05_person_1.png,results_wise/person/yong_05_person_1_appearance_1.png
wise,yong_05,spatial,the cropped human figure,0.0,0.0,0.0,gt_masks/person/yong_05_person_1.png,results_wise/person/yong_05_person_1_spatial_2.png
wise,yong_05,spatial,the partially visible woman at the far left edge,0.9714,0.9855,0.9935,gt_masks/person/yong_05_person_2.png,results_wise/person/yong_05_person_2_spatial_1.png
wise,yong_05,spatial,the cropped woman on the left border,0.9714,0.9855,0.9935,gt_masks/person/yong_05_person_2.png,results_wise/person/yong_05_person_2_spatial_2.png
wise,yong_06,appearance,the walking man in a black top and light blue jeans,0.958,0.9785,0.9735,gt_masks/person/yong_06_person_5.png,results_wise/person/yong_06_person_5_appearance_1.png
wise,yong_06,appearance,the visible male figure,0.9574,0.9782,0.9729,gt_masks/person/yong_06_person_5.png,results_wise/person/yong_06_person_5_appearance_2.png
wise,yong_06,action,the man walking toward the right side,0.9565,0.9778,0.9725,gt_masks/person/yong_06_person_5.png,results_wise/person/yong_06_person_5_action_3.png
wise,yong_06,spatial,the man near the left-center area,0.9566,0.9778,0.9725,gt_masks/person/yong_06_person_5.png,results_wise/person/yong_06_person_5_spatial_4.png
wise,yong_06,spatial,the partially visible person at the far left edge,0.9702,0.9849,0.9841,gt_masks/person/yong_06_person_4.png,results_wise/person/yong_06_person_4_spatial_1.png
wise,yong_06,spatial,the cropped person on the left border,0.9707,0.9851,0.984,gt_masks/person/yong_06_person_4.png,results_wise/person/yong_06_person_4_spatial_2.png
wise,yong_06,spatial,the partially visible woman at the far left edge,0.9705,0.985,0.9852,gt_masks/person/yong_06_person_4.png,results_wise/person/yong_06_person_4_spatial_3.png
wise,yong_06,spatial,the cropped woman on the left border,0.9706,0.9851,0.9841,gt_masks/person/yong_06_person_4.png,results_wise/person/yong_06_person_4_spatial_4.png
wise,yong_07,appearance,the woman in white clothes and dark pants,0.9717,0.9857,0.9824,gt_masks/person/yong_07_person_1.png,results_wise/person/yong_07_person_1_appearance_1.png
wise,yong_07,spatial,the partially visible woman at the far left edge,0.9716,0.9856,0.9721,gt_masks/person/yong_07_person_1.png,results_wise/person/yong_07_person_1_spatial_2.png
wise,yong_07,spatial,the cropped woman on the left border,0.9718,0.9857,0.9721,gt_masks/person/yong_07_person_1.png,results_wise/person/yong_07_person_1_spatial_3.png
wise,road_01,appearance,the woman in white clothes and dark pants,0.9726,0.9861,0.9838,gt_masks/person/road_01_person_1.png,results_wise/person/road_01_person_1_appearance_1.png
wise,road_01,action,the woman raising both arms to make a V pose,0.9721,0.9858,0.9846,gt_masks/person/road_01_person_1.png,results_wise/person/road_01_person_1_action_2.png
wise,road_01,spatial,the front-facing woman,0.9728,0.9862,0.9838,gt_masks/person/road_01_person_1.png,results_wise/person/road_01_person_1_spatial_3.png
wise,road_02,appearance,the woman in white clothes and dark pants,0.9764,0.9881,0.9858,gt_masks/person/road_02_person_1.png,results_wise/person/road_02_person_1_appearance_1.png
wise,road_02,action,the woman standing and making a V pose with both arms,0.9762,0.988,0.9857,gt_masks/person/road_02_person_1.png,results_wise/person/road_02_person_1_action_2.png
wise,road_02,appearance,the person with messy black hair wearing a black long-sleeve top and light blue jeans,0.9701,0.9848,0.9918,gt_masks/person/road_02_person_2.png,results_wise/person/road_02_person_2_appearance_1.png
wise,road_02,spatial,the person on the left side of the center line with their back to the camera,0.9701,0.9848,0.9917,gt_masks/person/road_02_person_2.png,results_wise/person/road_02_person_2_spatial_2.png
wise,road_02,action,the person walking or running away,0.9701,0.9848,0.9917,gt_masks/person/road_02_person_2.png,results_wise/person/road_02_person_2_action_3.png
wise,road_03,appearance,the woman in white clothes and dark pants,0.9694,0.9845,0.9828,gt_masks/person/road_03_person_1.png,results_wise/person/road_03_person_1_appearance_1.png
wise,road_03,action,the smiling woman making a V pose with her right arm raised highest,0.9695,0.9845,0.983,gt_masks/person/road_03_person_1.png,results_wise/person/road_03_person_1_action_2.png
wise,road_03,spatial,the woman slightly turned to the front,0.9693,0.9844,0.9831,gt_masks/person/road_03_person_1.png,results_wise/person/road_03_person_1_spatial_3.png
wise,road_03,appearance,the person wearing a black long-sleeve top and light blue jeans,0.9701,0.9848,0.9918,gt_masks/person/road_03_person_2.png,results_wise/person/road_03_person_2_appearance_1.png
wise,road_03,spatial,the person far away on the left side of the center line,0.9701,0.9848,0.9918,gt_masks/person/road_03_person_2.png,results_wise/person/road_03_person_2_spatial_2.png
wise,road_03,action,the person walking towards the camera,0.0,0.0,0.0,gt_masks/person/road_03_person_2.png,results_wise/person/road_03_person_2_action_3.png
wise,road_04,appearance,the woman in white clothes and dark pants,0.9785,0.9891,0.9884,gt_masks/person/road_04_person_1.png,results_wise/person/road_04_person_1_appearance_1.png
wise,road_04,action,the woman with her left arm slightly bent,0.9778,0.9888,0.9883,gt_masks/person/road_04_person_1.png,results_wise/person/road_04_person_1_action_2.png
wise,road_04,spatial,the woman turned towards the back-left showing her side and back,0.9786,0.9892,0.9886,gt_masks/person/road_04_person_1.png,results_wise/person/road_04_person_1_spatial_3.png
wise,road_04,appearance,the person with dark hair wearing a light long-sleeve top and loose dark pants,0.0,0.0,0.0,gt_masks/person/road_04_person_3.png,results_wise/person/road_04_person_3_appearance_1.png
wise,road_04,spatial,the person on the left side of the center line with their back to the camera,0.9557,0.9773,0.9754,gt_masks/person/road_04_person_3.png,results_wise/person/road_04_person_3_spatial_2.png
wise,road_04,action,the person running forward,0.9555,0.9772,0.9753,gt_masks/person/road_04_person_3.png,results_wise/person/road_04_person_3_action_3.png
wise,road_04,appearance,the person in a black long-sleeve top and light blue jeans,0.9735,0.9865,0.9939,gt_masks/person/road_04_person_2.png,results_wise/person/road_04_person_2_appearance_1.png
wise,road_04,spatial,the person on the right edge near the bushes,0.9736,0.9866,0.994,gt_masks/person/road_04_person_2.png,results_wise/person/road_04_person_2_spatial_2.png
wise,road_04,action,the person walking inwards in side view,0.0,0.0,0.0,gt_masks/person/road_04_person_2.png,results_wise/person/road_04_person_2_action_3.png
wise,road_05,appearance,the woman in white clothes and dark pants,0.0,0.0,0.0,gt_masks/person/road_05_person_1.png,results_wise/person/road_05_person_1_appearance_1.png
wise,road_05,action,the smiling woman raising one hand above her head,0.9615,0.9804,0.9838,gt_masks/person/road_05_person_1.png,results_wise/person/road_05_person_1_action_2.png
wise,road_05,spatial,the woman facing the camera,0.9614,0.9803,0.9836,gt_masks/person/road_05_person_1.png,results_wise/person/road_05_person_1_spatial_3.png
wise,road_05,appearance,"the person with dark hair wearing a light long-sleeve top, loose dark pants, and a mask",0.9707,0.9851,0.9936,gt_masks/person/road_05_person_3.png,results_wise/person/road_05_person_3_appearance_1.png
wise,road_05,action,the person lightly running or walking towards the camera,0.9709,0.9852,0.9936,gt_masks/person/road_05_person_3.png,results_wise/person/road_05_person_3_action_2.png
wise,road_06,appearance,the woman in white clothes and dark pants,0.9753,0.9875,0.9845,gt_masks/person/road_06_person_1.png,results_wise/person/road_06_person_1_appearance_1.png
wise,road_06,action,the woman looking up at the trees and sky with both arms down,0.9755,0.9876,0.9846,gt_masks/person/road_06_person_1.png,results_wise/person/road_06_person_1_action_2.png
wise,road_06,appearance,the person wearing brown pants,0.9792,0.9895,0.9886,gt_masks/person/road_06_person_3.png,results_wise/person/road_06_person_3_appearance_1.png
wise,road_06,spatial,the partially visible person at the far left edge,0.6025,0.752,0.7785,gt_masks/person/road_06_person_3.png,results_wise/person/road_06_person_3_spatial_2.png
wise,road_06,appearance,the person wearing a dark top and light pants,0.0,0.0,0.0,gt_masks/person/road_06_person_2.png,results_wise/person/road_06_person_2_appearance_1.png
wise,road_06,action,the person walking along the road,0.0,0.0,0.0,gt_masks/person/road_06_person_2.png,results_wise/person/road_06_person_2_action_2.png
wise,road_07,appearance,the woman in white clothes and dark pants,0.0,0.0,0.0,gt_masks/person/road_07_person_1.png,results_wise/person/road_07_person_1_appearance_1.png
wise,road_07,action,the front-facing woman with arms spread wide to the sides,0.9693,0.9844,0.9867,gt_masks/person/road_07_person_1.png,results_wise/person/road_07_person_1_action_2.png
wise,road_07,appearance,"the person wearing a light shirt, dark pants, and a black bag",0.8163,0.8989,0.9565,gt_masks/person/road_07_person_4.png,results_wise/person/road_07_person_4_appearance_1.png
wise,road_07,spatial,the person with their back to the camera,0.8147,0.8979,0.9566,gt_masks/person/road_07_person_4.png,results_wise/person/road_07_person_4_spatial_2.png
wise,road_07,action,the person walking away,0.8172,0.8994,0.9567,gt_masks/person/road_07_person_4.png,results_wise/person/road_07_person_4_action_3.png
wise,road_07,appearance,the person wearing a dark top and dark bottom,0.0,0.0,0.0302,gt_masks/person/road_07_person_5.png,results_wise/person/road_07_person_5_appearance_1.png
wise,road_07,spatial,the person in back view,0.0,0.0,0.0303,gt_masks/person/road_07_person_5.png,results_wise/person/road_07_person_5_spatial_2.png
wise,road_07,action,the person walking away from the camera,0.0,0.0,0.0303,gt_masks/person/road_07_person_5.png,results_wise/person/road_07_person_5_action_3.png
wise,road_08,appearance,the woman in white clothes and dark pants,0.0,0.0,0.0,gt_masks/person/road_08_person_1.png,results_wise/person/road_08_person_1_appearance_1.png
wise,road_08,action,the front-facing woman raising her left hand to flip her hair,0.9777,0.9887,0.9816,gt_masks/person/road_08_person_1.png,results_wise/person/road_08_person_1_action_2.png
wise,road_08,spatial,the person in back view,0.6557,0.7921,0.5859,gt_masks/person/road_08_person_4.png,results_wise/person/road_08_person_4_spatial_1.png
wise,road_08,action,the person walking away along the road,0.0126,0.0248,0.1947,gt_masks/person/road_08_person_4.png,results_wise/person/road_08_person_4_action_2.png
wise,road_08,appearance,the person wearing a light top and dark bottom,0.0,0.0,0.0556,gt_masks/person/road_08_person_4.png,results_wise/person/road_08_person_4_appearance_3.png
wise,road_08,spatial,the person in back view,0.6557,0.7921,0.5859,gt_masks/person/road_08_person_4.png,results_wise/person/road_08_person_4_spatial_4.png
wise,road_08,action,the person walking away,0.012,0.0237,0.2106,gt_masks/person/road_08_person_4.png,results_wise/person/road_08_person_4_action_5.png
wise,road_09,spatial,the person in back view,0.343,0.5108,0.4481,gt_masks/person/road_09_person_4.png,results_wise/person/road_09_person_4_spatial_1.png
wise,road_09,action,the person walking away,0.3428,0.5106,0.448,gt_masks/person/road_09_person_4.png,results_wise/person/road_09_person_4_action_2.png
wise,road_09,spatial,the farthest person in back view,0.3443,0.5122,0.4482,gt_masks/person/road_09_person_4.png,results_wise/person/road_09_person_4_spatial_3.png
wise,road_09,action,the person walking away along the road,0.6007,0.7505,0.5869,gt_masks/person/road_09_person_4.png,results_wise/person/road_09_person_4_action_4.png
wise,road_10,appearance,the motorcyclist with a delivery box,0.2089,0.3456,0.4221,gt_masks/person/road_10_person_6.png,results_wise/person/road_10_person_6_appearance_1.png
wise,road_10,spatial,the motorcyclist on the center-left,0.2078,0.3441,0.4213,gt_masks/person/road_10_person_6.png,results_wise/person/road_10_person_6_spatial_2.png
wise,road_10,action,the motorcyclist riding downhill,0.9795,0.9896,0.9416,gt_masks/person/road_10_person_6.png,results_wise/person/road_10_person_6_action_3.png
wise,road_10,spatial,the person far away in back view,0.9245,0.9607,0.9801,gt_masks/person/road_10_person_5.png,results_wise/person/road_10_person_5_spatial_1.png
wise,road_11,appearance,the motorcyclist with a delivery box,0.9642,0.9818,0.9775,gt_masks/person/road_11_person_6.png,results_wise/person/road_11_person_6_appearance_1.png
wise,road_11,spatial,the motorcyclist in the center of the road,0.9659,0.9827,0.978,gt_masks/person/road_11_person_6.png,results_wise/person/road_11_person_6_spatial_2.png
wise,road_11,action,the motorcyclist riding downhill,0.966,0.9827,0.9796,gt_masks/person/road_11_person_6.png,results_wise/person/road_11_person_6_action_3.png
wise,road_12,spatial,the person in back view,0.9727,0.9862,0.9857,gt_masks/person/road_12_person_7.png,results_wise/person/road_12_person_7_spatial_1.png
wise,road_12,action,the walking person,0.9727,0.9862,0.9857,gt_masks/person/road_12_person_7.png,results_wise/person/road_12_person_7_action_2.png
wise,statue_01,action,the person making V-sign hand gestures,0.9759,0.9878,0.9782,gt_masks/person/statue_01_person_1.png,results_wise/person/statue_01_person_1_action_1.png
wise,statue_01,appearance,the person wearing a white long-sleeved cardigan,0.9759,0.9878,0.9784,gt_masks/person/statue_01_person_1.png,results_wise/person/statue_01_person_1_appearance_2.png
wise,statue_01,spatial,the person in a full-body standing posture,0.976,0.9878,0.9785,gt_masks/person/statue_01_person_1.png,results_wise/person/statue_01_person_1_spatial_3.png
wise,statue_02,appearance,the person with long straight black hair,0.9722,0.9859,0.9729,gt_masks/person/statue_02_person_1.png,results_wise/person/statue_02_person_1_appearance_1.png
wise,statue_02,action,the person making dual V-sign hand gestures,0.9724,0.986,0.9734,gt_masks/person/statue_02_person_1.png,results_wise/person/statue_02_person_1_action_2.png
wise,statue_02,appearance,the person with short black hair,0.9817,0.9907,0.9881,gt_masks/person/statue_02_person_2.png,results_wise/person/statue_02_person_2_appearance_1.png
wise,statue_02,appearance,the person wearing a black long-sleeved sweater,0.9822,0.991,0.989,gt_masks/person/statue_02_person_2.png,results_wise/person/statue_02_person_2_appearance_2.png
wise,statue_03,appearance,the person with long straight black hair,0.9736,0.9866,0.9659,gt_masks/person/statue_03_person_1.png,results_wise/person/statue_03_person_1_appearance_1.png
wise,statue_03,action,the person making dual V-sign hand gestures,0.9736,0.9866,0.9657,gt_masks/person/statue_03_person_1.png,results_wise/person/statue_03_person_1_action_2.png
wise,statue_03,appearance,a partial limb and foot wearing a white sneaker,0.9429,0.9706,0.972,gt_masks/person/statue_03_person_2.png,results_wise/person/statue_03_person_2_appearance_1.png
wise,statue_04,action,the person making V-sign hand gestures,0.9712,0.9854,0.9758,gt_masks/person/statue_04_person_1.png,results_wise/person/statue_04_person_1_action_1.png
wise,statue_04,appearance,the person wearing a white long-sleeved cardigan,0.9712,0.9854,0.9758,gt_masks/person/statue_04_person_1.png,results_wise/person/statue_04_person_1_appearance_2.png
wise,statue_04,spatial,the person with long brown hair seen from the back,0.9869,0.9934,0.9757,gt_masks/person/statue_04_person_3.png,results_wise/person/statue_04_person_3_spatial_1.png
wise,statue_04,appearance,the person wearing a beige or light pink long-sleeved top,0.9868,0.9934,0.9758,gt_masks/person/statue_04_person_3.png,results_wise/person/statue_04_person_3_appearance_2.png
wise,statue_05,spatial,the partially occluded person,0.0303,0.0588,0.4331,gt_masks/person/statue_05_person_3.png,results_wise/person/statue_05_person_3_spatial_1.png
wise,statue_05,spatial,the person with long brown hair visible behind the main subject's head,0.7362,0.848,0.7331,gt_masks/person/statue_05_person_3.png,results_wise/person/statue_05_person_3_spatial_2.png
wise,statue_06,appearance,close-up hand segments are blurring into the lens,0.8959,0.9451,0.9266,gt_masks/person/statue_06_person_4.png,results_wise/person/statue_06_person_4_appearance_1.png
wise,statue_06,spatial,a finger on the left side of the screen,0.8995,0.9471,0.9288,gt_masks/person/statue_06_person_4.png,results_wise/person/statue_06_person_4_spatial_2.png
wise,statue_07,spatial,the person in a full-body standing posture,0.9674,0.9834,0.9523,gt_masks/person/statue_07_person_1.png,results_wise/person/statue_07_person_1_spatial_1.png
wise,statue_07,action,the young woman holding a smartphone in her right hand,0.9713,0.9854,0.9431,gt_masks/person/statue_07_person_1.png,results_wise/person/statue_07_person_1_action_2.png
wise,statue_07,appearance,the woman wearing a white long-sleeved cardigan,0.9676,0.9835,0.9526,gt_masks/person/statue_07_person_1.png,results_wise/person/statue_07_person_1_appearance_3.png
wise,statue_07,appearance,a blurry skin-toned artifact in the upper-left corner,0.9423,0.9703,0.8655,gt_masks/person/statue_07_person_4.png,results_wise/person/statue_07_person_4_appearance_1.png
wise,statue_07,spatial,out-of-focus fingertip or hand segment is encroaching from the top-left edge,0.9418,0.97,0.8632,gt_masks/person/statue_07_person_4.png,results_wise/person/statue_07_person_4_spatial_2.png
wise,statue_08,action,the young woman holding a smartphone in her right hand,0.9672,0.9833,0.9587,gt_masks/person/statue_08_person_1.png,results_wise/person/statue_08_person_1_action_1.png
wise,statue_08,appearance,the woman wearing a white long-sleeved cardigan,0.9672,0.9833,0.9587,gt_masks/person/statue_08_person_1.png,results_wise/person/statue_08_person_1_appearance_2.png
wise,statue_09,spatial,the woman in an upper body shot,0.9708,0.9852,0.8786,gt_masks/person/statue_09_person_1.png,results_wise/person/statue_09_person_1_spatial_1.png
wise,statue_09,appearance,the woman with long straight black hair,0.9718,0.9857,0.8875,gt_masks/person/statue_09_person_1.png,results_wise/person/statue_09_person_1_appearance_2.png
wise,statue_09,appearance,the woman wearing a white long-sleeved cardigan,0.9688,0.9841,0.8607,gt_masks/person/statue_09_person_1.png,results_wise/person/statue_09_person_1_appearance_3.png
wise,statue_10,spatial,"the woman in a full-body shot, positioned in the lower-left foreground",0.9777,0.9887,0.9831,gt_masks/person/statue_10_person_1.png,results_wise/person/statue_10_person_1_spatial_1.png
wise,statue_10,appearance,the woman with long straight black hair,0.9774,0.9886,0.9829,gt_masks/person/statue_10_person_1.png,results_wise/person/statue_10_person_1_appearance_2.png
wise,statue_10,appearance,the woman wearing a white long-sleeved cardigan,0.9777,0.9887,0.9831,gt_masks/person/statue_10_person_1.png,results_wise/person/statue_10_person_1_appearance_3.png
wise,statue_10,spatial,"the woman standing on a wide, light-colored tiled plaza",0.9779,0.9888,0.9831,gt_masks/person/statue_10_person_1.png,results_wise/person/statue_10_person_1_spatial_4.png
wise,field_01,spatial,the woman in the central foreground,0.9794,0.9896,0.9881,gt_masks/person/field_01_person_1.png,results_wise/person/field_01_person_1_spatial_1.png
wise,field_01,appearance,the woman in white top and grey flare jeans,0.9791,0.9894,0.9874,gt_masks/person/field_01_person_1.png,results_wise/person/field_01_person_1_appearance_2.png
wise,field_01,action,the woman standing still and smiling,0.9791,0.9894,0.9879,gt_masks/person/field_01_person_1.png,results_wise/person/field_01_person_1_action_3.png
wise,field_01,spatial,the background figure on the right side,0.9618,0.9805,0.9888,gt_masks/person/field_01_person_2.png,results_wise/person/field_01_person_2_spatial_1.png
wise,field_01,appearance,the woman in beige top and brown pants,0.9617,0.9805,0.9894,gt_masks/person/field_01_person_2.png,results_wise/person/field_01_person_2_appearance_2.png
wise,field_01,action,the woman walking across the field,0.0,0.0,0.0,gt_masks/person/field_01_person_2.png,results_wise/person/field_01_person_2_action_3.png
wise,field_02,spatial,the central figure facing the camera,0.9822,0.991,0.9856,gt_masks/person/field_02_person_1.png,results_wise/person/field_02_person_1_spatial_1.png
wise,field_02,appearance,the woman in a white button-down shirt,0.9818,0.9908,0.9855,gt_masks/person/field_02_person_1.png,results_wise/person/field_02_person_1_appearance_2.png
wise,field_02,action,the woman standing with a neutral expression,0.9821,0.991,0.9856,gt_masks/person/field_02_person_1.png,results_wise/person/field_02_person_1_action_3.png
wise,field_02,spatial,the person in the middle ground on the left,0.9441,0.9712,0.9812,gt_masks/person/field_02_person_2.png,results_wise/person/field_02_person_2_spatial_1.png
wise,field_02,appearance,the woman with long hair in partial profile,0.944,0.9712,0.9799,gt_masks/person/field_02_person_2.png,results_wise/person/field_02_person_2_appearance_2.png
wise,field_02,action,the woman walking away from the camera,0.9443,0.9713,0.9811,gt_masks/person/field_02_person_2.png,results_wise/person/field_02_person_2_action_3.png
wise,field_03,spatial,the woman in the center of the turf,0.9755,0.9876,0.9795,gt_masks/person/field_03_person_1.png,results_wise/person/field_03_person_1_spatial_1.png
wise,field_03,appearance,the woman with long hair flowing down,0.9738,0.9867,0.9775,gt_masks/person/field_03_person_1.png,results_wise/person/field_03_person_1_appearance_2.png
